name,brand,model,battery_capacity,screen_size,touch_screen,resolution_x,resolution_y,processor,ram,internal_storage,rear_camera,front_camera,operating_system,wi_fi,bluetooth,gps,number_of_sims,3g,4g_lte,price
OnePlus 7T Pro McLaren Edition,OnePlus,7T Pro McLaren Edition,4085,6.67,Yes,1440,3120,8,12000,256,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,58998
Realme X2 Pro,Realme,X2 Pro,4000,6.5,Yes,1080,2400,8,6000,64,64,16,Android,Yes,Yes,Yes,2,Yes,Yes,27999
iPhone 11 Pro Max,Apple,iPhone 11 Pro Max,3969,6.5,Yes,1242,2688,6,4000,64,12,12,iOS,Yes,Yes,Yes,2,Yes,Yes,106900
iPhone 11,Apple,iPhone 11,3110,6.1,Yes,828,1792,6,4000,64,12,12,iOS,Yes,Yes,Yes,2,Yes,Yes,62900
LG G8X ThinQ,LG,G8X ThinQ,4000,6.4,Yes,1080,2340,8,6000,128,12,32,Android,Yes,Yes,Yes,1,No,No,49990
OnePlus 7T,OnePlus,7T,3800,6.55,Yes,1080,2400,8,8000,128,48,16,Android,Yes,Yes,No,2,Yes,Yes,34930
OnePlus 7T Pro,OnePlus,7T Pro,4085,6.67,Yes,1440,3120,8,8000,256,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,52990
Samsung Galaxy Note 10+,Samsung,Galaxy Note 10+,4300,6.8,Yes,1440,3040,8,12000,256,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,79699
Asus ROG Phone 2,Asus,ROG Phone 2,6000,6.59,Yes,1080,2340,8,8000,128,48,24,Android,Yes,Yes,Yes,1,Yes,Yes,37999
Xiaomi Redmi K20 Pro,Xiaomi,Redmi K20 Pro,4000,6.39,Yes,1080,2340,8,6000,128,48,20,Android,Yes,Yes,Yes,2,No,No,23190
Oppo K3,Oppo,K3,3765,6.5,Yes,1080,2340,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,23990
Realme X,Realme,X,3765,6.53,Yes,1080,2340,8,4000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,14999
Xiaomi Redmi K20,Xiaomi,Redmi K20,4000,6.39,Yes,1080,2340,8,6000,64,48,20,Android,Yes,Yes,Yes,2,Yes,Yes,19282
OnePlus 7 Pro,OnePlus,7 Pro,4000,6.67,Yes,1440,3120,8,6000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,39995
Oppo Reno 10x Zoom,Oppo,Reno 10x Zoom,4065,6.6,Yes,1080,2340,8,6000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,36990
Realme 3 Pro,Realme,3 Pro,4045,6.3,Yes,1080,2340,8,4000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,13999
Huawei P30 Pro,Huawei,P30 Pro,4200,6.47,Yes,1080,2340,8,8000,256,40,32,Android,Yes,Yes,No,2,Yes,Yes,54280
Redmi Note 7 Pro,Xiaomi,Redmi Note 7 Pro,4000,6.3,Yes,1080,2340,8,4000,64,48,13,Android,Yes,Yes,Yes,2,Yes,Yes,9799
Huawei Mate 20 Pro,Huawei,Mate 20 Pro,4200,6.39,Yes,1440,3120,8,6000,128,40,24,Android,Yes,Yes,Yes,2,Yes,Yes,63990
LG V40 ThinQ,LG,V40 ThinQ,3300,6.4,Yes,1440,3120,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999
OnePlus 6T,OnePlus,6T,3700,6.41,Yes,1080,2340,8,6000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,31999
Apple iPhone XR,Apple,iPhone XR,2942,6.1,Yes,828,1792,6,3000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,45499
Apple iPhone XS Max,Apple,iPhone XS Max,2658,6.5,Yes,1242,2688,6,4000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,69999
Apple iPhone XS,Apple,iPhone XS,2658,5.8,Yes,1125,2436,6,4000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,59999
Google Pixel 3 XL,Google,Pixel 3 XL,3430,6.3,Yes,1440,2960,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,47990
Google Pixel 3,Google,Pixel 3,2915,5.5,Yes,1080,2160,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,37999
Asus ROG Phone,Asus,ROG Phone,4000,6,Yes,1080,2160,8,8000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,69999
Samsung Galaxy Note 9,Samsung,Galaxy Note 9,4000,6.4,Yes,1440,2960,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,56999
LG G7+ ThinQ,LG,G7+ ThinQ,3000,6.1,Yes,1440,3120,8,6000,128,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,37999
Asus ZenFone Max Pro M1,Asus,ZenFone Max Pro M1,5000,5.99,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9990
Huawei P20 Pro,Huawei,P20 Pro,4000,6.1,Yes,1080,2240,8,4000,64,40,24,Android,Yes,Yes,Yes,2,No,Yes,49990
OnePlus 6,OnePlus,6,3300,6.28,Yes,1080,2280,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,34999
Asus ZenFone 5Z (ZS620KL),Asus,ZenFone 5Z (ZS620KL),3300,6.2,Yes,1080,2246,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,18999
Redmi Note 5 Pro,Xiaomi,Redmi Note 5 Pro,4000,5.99,Yes,1080,2160,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,9349
Nokia 7 Plus,Nokia,7 Plus,3800,6,Yes,1080,2160,8,4000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12000
Samsung Galaxy S9+,Samsung,Galaxy S9+,3500,6.2,Yes,1440,2960,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999
Samsung Galaxy S9,Samsung,Galaxy S9,3000,5.8,Yes,1440,2960,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,26999
HTC U11+,HTC,U11+,3930,6,Yes,1440,2560,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,52990
Samsung Galaxy Note 8,Samsung,Galaxy Note 8,3300,6.3,Yes,1440,2960,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,49999
Apple iPhone 8,Apple,iPhone 8,1821,4.7,Yes,750,1334,6,2000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,36999
Apple iPhone 8 Plus,Apple,iPhone 8 Plus,2691,5.5,Yes,1080,1920,6,3000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,47000
Apple iPhone X,Apple,iPhone X,2716,5.8,Yes,1125,2436,6,3000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,69999
Motorola Moto Z2 Force,Motorola,Moto Z2 Force,2730,5.5,Yes,1440,2560,8,6000,64,12,5,Android,Yes,Yes,Yes,1,Yes,Yes,20999
HTC U11,HTC,U11,3000,5.5,Yes,1440,2560,8,6000,128,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,53990
Nokia 8,Nokia,8,3090,5.3,Yes,1440,2560,8,4000,64,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,14994
Samsung Galaxy S8+,Samsung,Galaxy S8+,3500,6.2,Yes,1440,2960,8,4000,64,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,30000
Samsung Galaxy S8,Samsung,Galaxy S8,3000,5.8,Yes,1440,2960,8,4000,64,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,26994
LG G6,LG,G6,3300,5.7,Yes,1440,2880,1,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,23990
OnePlus 3T,OnePlus,3T,3400,5.5,Yes,1080,1920,4,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19999
Samsung Galaxy C9 Pro,Samsung,Galaxy C9 Pro,4000,6,Yes,1080,1920,8,6000,64,16,16,Android,Yes,Yes,Yes,2,No,Yes,16999
Google Pixel XL,Google,Pixel XL,3450,5.5,Yes,1440,2560,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,30990
Apple iPhone 7 Plus,Apple,iPhone 7 Plus,2900,5.5,Yes,1080,1920,4,3000,32,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,34999
Apple iPhone 7,Apple,iPhone 7,1960,4.7,Yes,750,1334,4,2000,32,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,27999
Honor 8,Honor,8,3000,5.2,Yes,1080,1920,8,4000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,20246
OnePlus 3,OnePlus,3,3000,5.5,Yes,1080,1920,4,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,22999
Asus ZenFone 3 Deluxe (ZS570KL),Asus,ZenFone 3 Deluxe (ZS570KL),3000,5.7,Yes,1080,1920,4,6000,256,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,44999
Xiaomi Mi 5,Xiaomi,Mi 5,3000,5.15,Yes,1080,1920,4,3000,32,16,4,Android,Yes,Yes,Yes,2,Yes,Yes,24999
Samsung Galaxy S7 Edge,Samsung,Galaxy S7 Edge,3600,5.5,Yes,1440,2560,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,39996
Samsung Galaxy S7,Samsung,Galaxy S7,3000,5.1,Yes,1440,2560,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,23999
Motorola Moto X Force,Motorola,Moto X Force,3760,5.4,Yes,1440,2560,8,3000,32,21,5,Android,Yes,Yes,Yes,1,Yes,Yes,6994
Google Nexus 6P,Huawei,Google Nexus 6P,3450,5.7,Yes,1440,2560,8,3000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,42998
Apple iPhone 6s Plus,Apple,iPhone 6s Plus,2750,5.5,Yes,1080,1920,1,2000,16,12,5,iOS,Yes,Yes,Yes,1,Yes,Yes,25990
Yu Yureka Plus,Yu,reka Plus,2500,5.5,Yes,1080,1920,8,2000,16,13,5,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,5995
Samsung Galaxy A8,Samsung,Galaxy A8,3050,5.7,Yes,1080,1920,8,2000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,7299
Samsung Galaxy S6,Samsung,Galaxy S6,2550,5.1,Yes,1440,2560,8,3000,32,16,5,Android,Yes,Yes,Yes,1,Yes,Yes,25999
Yu Yureka,Yu,reka,2500,5.5,Yes,720,1280,8,2000,16,13,5,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,3999
Xiaomi Redmi Note,Xiaomi,Redmi Note,3100,5.5,Yes,720,1280,8,2000,8,13,5,Android,Yes,Yes,Yes,2,Yes,No,7999
Realme C3,Realme,C3,5000,6.52,Yes,720,1600,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Poco X2,Poco,X2,4500,6.67,Yes,1080,2400,8,6000,64,64,20,Android,Yes,Yes,Yes,2,Yes,Yes,15999
Samsung Galaxy S10 Lite,Samsung,Galaxy S10 Lite,4500,6.7,Yes,1080,2400,8,8000,128,48,32,Android,Yes,Yes,Yes,1,No,No,39999
Realme 5i,Realme,5i,5000,6.52,Yes,720,1600,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Samsung Galaxy Note 10 Lite,Samsung,Galaxy Note 10 Lite,4500,6.7,Yes,1080,2400,8,6000,128,12,32,Android,Yes,Yes,Yes,1,No,No,38999
Vivo V17,Vivo,V17,4500,6.44,Yes,1080,2400,8,8000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,21150
Vivo U20,Vivo,U20,5000,6.53,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,10990
Realme 5s,Realme,5s,5000,6.5,Yes,720,1600,8,4000,64,48,13,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Realme X2,Realme,X2,4000,6.4,Yes,1080,2340,8,4000,64,64,32,Android,Yes,Yes,Yes,2,Yes,Yes,16999
Vivo V17 Pro,Vivo,V17 Pro,4100,6.44,Yes,1080,2400,8,8000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,26220
Nubia Red Magic 3S,Nubia,Red Magic 3S,5000,6.65,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,No,2,Yes,Yes,47999
Samsung Galaxy M30s,Samsung,Galaxy M30s,6000,6.4,Yes,1080,2340,8,4000,64,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Vivo Z1x,Vivo,Z1x,4500,6.38,Yes,1080,2340,8,4000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,15990
Oppo Reno 2Z,Oppo,Reno 2Z,4000,6.53,Yes,1080,2340,8,8000,256,48,16,Android,Yes,Yes,No,1,No,No,23100
Realme XT,Realme,XT,4000,6.4,Yes,1080,2340,8,4000,64,64,16,Android,Yes,Yes,Yes,2,Yes,Yes,14999
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,4500,6.53,Yes,1080,2340,8,6000,64,64,20,Android,Yes,Yes,Yes,2,Yes,Yes,13999
Nokia 7.2,Nokia,7.2,3500,6.3,Yes,1080,2340,8,4000,64,48,20,Android,Yes,Yes,No,2,Yes,Yes,15377
Samsung Galaxy A50s,Samsung,Galaxy A50s,4000,6.4,Yes,1080,2340,8,4000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,16650
Realme 5 Pro,Realme,5 Pro,4035,6.3,Yes,1080,2340,8,4000,64,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,11999
Realme 5,Realme,5,5000,6.5,Yes,720,1600,8,3000,32,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,8600
Vivo Z1 Pro,Vivo,Z1 Pro,5000,6.53,Yes,1080,2340,8,4000,64,16,32,Android,Yes,Yes,Yes,2,Yes,Yes,12990
Xiaomi Mi A3,Xiaomi,Mi A3,4030,6.08,Yes,720,1560,8,4000,64,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,11845
Asus 6Z,Asus,6Z,5000,6.4,Yes,1080,2340,8,6000,64,48,48,Android,Yes,Yes,Yes,2,Yes,Yes,27999
Samsung Galaxy M40,Samsung,Galaxy M40,3500,6.3,Yes,1080,2340,8,6000,128,32,16,Android,Yes,Yes,Yes,2,Yes,Yes,16879
Redmi Note 7S,Xiaomi,Redmi Note 7S,4000,6.3,Yes,1080,2340,8,3000,32,48,13,Android,Yes,Yes,Yes,2,Yes,Yes,8649
Motorola One Vision,Motorola,One Vision,3500,6.3,Yes,1080,2520,8,4000,128,48,25,Android,Yes,Yes,Yes,2,Yes,Yes,13690
Nubia Red Magic 3,Nubia,Red Magic 3,5000,6.65,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,No,2,Yes,Yes,35999
Oppo A9,Oppo,A9,4020,6.53,Yes,1080,2340,8,4000,128,16,16,Android,Yes,Yes,No,2,Yes,Yes,11990
Google Pixel 3a XL,Google,Pixel 3a XL,3700,6,Yes,1080,2160,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,34999
Samsung Galaxy A70,Samsung,Galaxy A70,4500,6.7,Yes,1080,2400,8,6000,128,32,32,Android,Yes,Yes,Yes,2,Yes,Yes,22299
Black Shark 2,Black Shark,2,4000,6.39,Yes,1080,2340,8,6000,128,48,20,Android,Yes,Yes,Yes,2,Yes,Yes,29999
OnePlus 7,OnePlus,7,3700,6.41,Yes,1080,2340,8,6000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,29999
LG G8s ThinQ,LG,G8s ThinQ,3550,6.2,Yes,1080,2248,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,39990
Vivo V15 Pro,Vivo,V15 Pro,3700,6.39,Yes,1080,2340,8,6000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,17973
Redmi Note 7,Xiaomi,Redmi Note 7,4000,6.3,Yes,1080,2340,8,3000,32,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,9699
Xiaomi Redmi 7,Xiaomi,Redmi 7,4000,6.26,Yes,720,1520,8,2000,16,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,7332
Samsung Galaxy M20,Samsung,Galaxy M20,5000,6.3,Yes,1080,2340,8,3000,32,13,8,Android,No,Yes,Yes,2,Yes,Yes,9999
Samsung Galaxy M30,Samsung,Galaxy M30,5000,6.4,Yes,1080,2340,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9499
Honor View 20,Honor,View 20,4000,6.4,Yes,1080,2310,8,6000,128,48,25,Android,Yes,Yes,Yes,1,No,No,25120
Asus ZenFone Max Pro M2,Asus,ZenFone Max Pro M2,5000,6.26,Yes,1080,2280,8,3000,32,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999
Google Pixel 3a,Google,Pixel 3a,3000,5.6,Yes,1080,2220,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,30999
Realme U1,Realme,U1,3500,6.3,Yes,1080,2340,8,3000,32,13,25,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Honor 10 Lite,Honor,10 Lite,3400,6.21,Yes,1080,2340,8,3000,32,13,24,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Nokia 8.1,Nokia,8.1,3500,6.18,Yes,1080,2244,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,18000
Samsung Galaxy A9 (2018),Samsung,Galaxy A9 (2018),3800,6.3,Yes,1080,2220,8,6000,128,24,24,Android,Yes,Yes,Yes,2,Yes,Yes,22000
Oppo K1,Oppo,K1,3600,6.41,Yes,1080,2340,8,4000,64,16,25,Android,Yes,Yes,Yes,1,No,No,9990
Nokia 7.1,Nokia,7.1,3060,5.84,Yes,1080,2280,8,4000,64,12,8,Android,Yes,Yes,Yes,2,No,No,11900
Realme 2 Pro,Realme,2 Pro,3500,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,11770
Vivo V9 Pro,Vivo,V9 Pro,3260,6.3,Yes,1080,2280,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,16490
Samsung Galaxy A7 (2018),Samsung,Galaxy A7 (2018),3300,6,Yes,1080,2220,8,4000,64,24,24,Android,Yes,Yes,Yes,2,No,Yes,16490
Xiaomi Redmi Note 6 Pro,Xiaomi,Redmi Note 6 Pro,4000,6.26,Yes,1080,2280,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,9580
Vivo V11 Pro,Vivo,V11 Pro,3400,6.41,Yes,1080,2340,8,6000,64,12,25,Android,Yes,Yes,Yes,2,Yes,Yes,14990
Oppo R17 Pro,Oppo,R17 Pro,3700,6.4,Yes,1080,2340,8,8000,128,12,25,Android,Yes,Yes,Yes,2,Yes,Yes,21299
Nokia 5.1 Plus,Nokia,5.1 Plus,3060,5.86,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Honor 8X,Honor,8X,3750,6.5,Yes,1080,2340,8,4000,64,20,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Poco F1,Poco,F1,4000,6.18,Yes,1080,2246,8,6000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,14990
Nokia 6.1 Plus,Nokia,6.1 Plus,3060,5.8,Yes,1080,2280,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Vivo Nex,Vivo,Nex,4000,6.59,Yes,1080,2316,8,8000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999
Oppo Find X,Oppo,Find X,3730,6.42,Yes,1080,2340,8,8000,256,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,59090
Honor Play,Honor,Play,3750,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,18011
Realme 1,Realme,1,3410,6,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10299
Xiaomi Mi A2,Xiaomi,Mi A2,3000,5.99,Yes,1080,2160,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Honor 10,Honor,10,3400,5.84,Yes,1080,2280,8,6000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,16990
Oppo F7,Oppo,F7,3400,6.23,Yes,1080,2280,8,4000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,18990
Vivo X21,Vivo,X21,3200,6.28,Yes,1080,2280,8,6000,64,12,12,Android,Yes,Yes,Yes,2,Yes,Yes,18290
Nokia 8 Sirocco,Nokia,8 Sirocco,3260,5.5,Yes,1440,2560,8,6000,128,12,5,Android,Yes,Yes,Yes,1,Yes,Yes,13999
Infinix Hot S3,Infinix,Hot S3,4000,5.65,Yes,720,1440,8,3000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Nokia 6.1,Nokia,6.1,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,8849
Honor View 10,Honor,View 10,3750,5.99,Yes,1080,2160,8,6000,128,16,13,Android,Yes,Yes,Yes,2,Yes,Yes,15899
Infinix Zero 5 Pro,Infinix,Zero 5 Pro,4350,5.98,Yes,1080,1920,8,6000,128,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,15900
Oppo F5,Oppo,F5,3200,6,Yes,1080,2160,8,4000,32,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,10499
OnePlus 5T,OnePlus,5T,3300,6.01,Yes,1080,2160,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,28499
Honor 9i,Honor,9i,3340,5.9,Yes,1080,2160,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Xiaomi Mi MIX 2,Xiaomi,Mi MIX 2,3400,5.99,Yes,1080,2160,8,6000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,29999
Lenovo K8 Plus,Lenovo,K8 Plus,4000,5.2,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6990
Mi A1,Xiaomi,Mi A1,3080,5.5,Yes,1080,1920,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Sony Xperia XZ1,Sony,Xperia XZ1,2700,5.2,Yes,1080,1920,8,4000,32,19,13,Android,Yes,Yes,Yes,2,Yes,Yes,34990
LG V30+,LG,V30+,3300,6,Yes,1440,2880,8,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,27999
Lenovo K8 Note,Lenovo,K8 Note,4000,5.5,Yes,1080,1920,10,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,7299
Moto G5S,Motorola,Moto G5S,3000,5.2,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Google Pixel 2 XL,Google,Pixel 2 XL,3520,6,Yes,1440,2880,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,12994
Google Pixel 2,Google,Pixel 2,2700,5,Yes,1080,1920,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,9994
Motorola Moto X4,Motorola,Moto X4,3000,5.2,Yes,1080,1920,8,3000,32,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12500
Moto G5S Plus,Motorola,Moto G5S Plus,3000,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8500
Redmi 5,Xiaomi,Redmi 5,3300,5.7,Yes,720,1440,8,2000,16,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499
Redmi Note 5,Xiaomi,Redmi Note 5,4000,5.99,Yes,1080,2160,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8699
Jio Phone,Jio,Phone,2000,2.4,No,240,320,2,512,4,2,0.3,Cyanogen,Yes,Yes,Yes,1,No,Yes,1249
Samsung Galaxy On Max,Samsung,Galaxy On Max,3300,5.7,Yes,1080,1920,8,4000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,9890
Motorola Moto Z2 Play,Motorola,Moto Z2 Play,3000,5.5,Yes,1080,1920,8,4000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,10499
Yu Yureka Black,Yu,reka Black,3000,5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5990
Xiaomi Mi Max 2,Xiaomi,Mi Max 2,5300,6.44,Yes,1080,1920,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Coolpad Cool Play 6,Coolpad,Cool Play 6,4060,5.5,Yes,1080,1920,8,6000,64,13,8,Android,Yes,Yes,No,2,No,Yes,8999
OnePlus 5,OnePlus,5,3300,5.5,Yes,1080,1920,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,17499
Asus ZenFone Zoom S,Asus,ZenFone Zoom S,5000,5.5,Yes,1080,1920,8,4000,64,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,26999
Honor 8 Pro,Honor,8 Pro,4000,5.7,Yes,1440,2560,8,6000,128,12,8,Android,Yes,Yes,Yes,2,No,Yes,17586
Micromax Dual 5,Micromax,Dual 5,3200,5.5,Yes,1080,1920,8,4000,128,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,13999
Oppo F3 Plus,Oppo,F3 Plus,4000,6,Yes,1080,1920,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,13990
Sony Xperia XZ Premium,Sony,Xperia XZ Premium,3230,5.5,Yes,2160,3840,8,4000,64,19,13,Android,Yes,Yes,Yes,2,Yes,Yes,33500
Motorola Moto G5 Plus,Motorola,Moto G5 Plus,3000,5.2,Yes,1080,1920,8,3000,16,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,10900
Asus ZenFone 3S Max,Asus,ZenFone 3S Max,5000,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,14999
Samsung Galaxy C7 Pro,Samsung,Galaxy C7 Pro,3300,5.7,Yes,1080,1920,1,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,16999
HTC U Play,HTC,U Play,2500,5.2,Yes,1080,1920,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,15500
HTC U Ultra,HTC,U Ultra,3000,5.7,Yes,1440,2560,4,4000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,54665
Asus ZenFone AR,Asus,ZenFone AR,3300,5.7,Yes,1440,2560,4,8000,128,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,49999
Xiaomi Redmi 4A,Xiaomi,Redmi 4A,3120,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Xiaomi Redmi 4,Xiaomi,Redmi 4,4100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Nubia Z11 mini S,Nubia,Z11 mini S,3000,5.2,Yes,1080,1920,8,4000,64,23,13,Android,Yes,Yes,Yes,2,Yes,Yes,16999
Lenovo Z2 Plus,Lenovo,Z2 Plus,3500,5,Yes,1080,1920,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11499
LG V20,LG,V20,3200,5.7,Yes,1440,2560,4,4000,64,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,26999
Lenovo K6 Power,Lenovo,K6 Power,4000,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8500
